時間,設備,值
2024-10-26 15:50:42,SA-08/LED_LEVEL,4
2024-10-26 15:50:55,SA-08/LED_LEVEL,5
2024-10-26 15:50:55,SA-08/LED_LEVEL,4
2024-10-26 15:51:11,SA-08/LED_LEVEL,5
2024-10-26 15:51:12,SA-08/LED_LEVEL,4
2024-10-26 15:51:13,SA-08/LED_LEVEL,2
2024-10-26 15:51:14,SA-08/LED_LEVEL,3
2024-10-26 15:51:14,SA-08/LED_LEVEL,5
2024-10-26 15:51:15,SA-08/LED_LEVEL,6
2024-10-26 15:51:15,SA-08/LED_LEVEL,7
